by_product,date,province,price
1,2012-09-06,Balochistan,6288.4
1,2012-09-07,Balochistan,6288.4
1,2012-09-08,Balochistan,6288.4
1,2012-09-09,Balochistan,6285.4
1,2012-09-10,Balochistan,6285.4
1,2012-09-11,Balochistan,6285.4
1,2012-09-12,Balochistan,6285.4
1,2012-09-13,Balochistan,6266.65
1,2012-09-14,Balochistan,6266.65
1,2012-09-15,Balochistan,6266.65
1,2012-09-16,Balochistan,6266.65
1,2012-09-17,Balochistan,6266.65
1,2012-09-18,Balochistan,6270.6
1,2012-09-19,Balochistan,6270.6
1,2012-09-20,Balochistan,6315.25
1,2012-09-21,Balochistan,6332.25
1,2012-09-22,Balochistan,6332.25
1,2012-09-23,Balochistan,6375.75
1,2012-09-24,Balochistan,6375.75
1,2012-09-25,Balochistan,6375.75
1,2012-09-26,Balochistan,6375.75
1,2012-09-27,Balochistan,6375.75
1,2012-09-28,Balochistan,6360.9
1,2012-09-29,Balochistan,6360.9
1,2012-09-30,Balochistan,6360.9
1,2012-10-01,Balochistan,6356.4
1,2012-10-02,Balochistan,6356.4
1,2012-10-03,Balochistan,6356.4
1,2012-10-04,Balochistan,6356.2
1,2012-10-05,Balochistan,6356.2
1,2012-10-06,Balochistan,6356.2
1,2012-10-07,Balochistan,6380.45
1,2012-10-08,Balochistan,6380.475
1,2012-10-09,Balochistan,6386.0
1,2012-10-10,Balochistan,6386.0
1,2012-10-11,Balochistan,6385.25
1,2012-10-12,Balochistan,6385.25
1,2012-10-13,Balochistan,6385.25
1,2012-10-14,Balochistan,6381.75
1,2012-10-15,Balochistan,6369.5
1,2012-10-16,Balochistan,6369.5
1,2012-10-17,Balochistan,6365.0
1,2012-10-18,Balochistan,6349.125
1,2012-10-19,Balochistan,6345.75
1,2012-10-20,Balochistan,6344.25
1,2012-10-21,Balochistan,6338.25
1,2012-10-22,Balochistan,6337.625
1,2012-10-23,Balochistan,6337.625
1,2012-10-24,Balochistan,6337.875
1,2012-10-25,Balochistan,6343.875
1,2012-10-26,Balochistan,6342.25
1,2012-10-27,Balochistan,6342.25
1,2012-10-28,Balochistan,6342.25
1,2012-10-29,Balochistan,6342.25
1,2012-10-30,Balochistan,6341.25
1,2012-10-31,Balochistan,6342.5
1,2012-11-01,Balochistan,6340.0
1,2012-11-02,Balochistan,6332.0
1,2012-11-03,Balochistan,6331.0
1,2012-11-04,Balochistan,6326.25
1,2012-11-05,Balochistan,6315.0
1,2012-11-06,Balochistan,6309.5
1,2012-11-07,Balochistan,6306.75
1,2012-11-08,Balochistan,6303.25
1,2012-11-09,Balochistan,6297.25
1,2012-11-10,Balochistan,6278.0
1,2012-11-11,Balochistan,6278.0
1,2012-11-12,Balochistan,6278.0
1,2012-11-13,Balochistan,6268.0
1,2012-11-14,Balochistan,6268.0
1,2012-11-15,Balochistan,6232.5
1,2012-11-16,Balochistan,6213.0
1,2012-11-17,Balochistan,6213.0
1,2012-11-18,Balochistan,6198.0
1,2012-11-19,Balochistan,6198.0
1,2012-11-20,Balochistan,6177.5
1,2012-11-21,Balochistan,6175.25
1,2012-11-22,Balochistan,6182.75
1,2012-11-23,Balochistan,6177.75
1,2012-11-24,Balochistan,6164.25
1,2012-11-25,Balochistan,6164.25
1,2012-11-26,Balochistan,6169.25
1,2012-11-27,Balochistan,6167.0
1,2012-11-28,Balochistan,6179.0
1,2012-11-29,Balochistan,6179.0
1,2012-11-30,Balochistan,6179.0
1,2012-12-01,Balochistan,6179.0
1,2012-12-02,Balochistan,6179.0
1,2012-12-03,Balochistan,6179.0
1,2012-12-04,Balochistan,6179.0
1,2012-12-05,Balochistan,6175.5
1,2012-12-06,Balochistan,6175.5
1,2012-12-07,Balochistan,6175.5
1,2012-12-08,Balochistan,6153.0
1,2012-12-09,Balochistan,6153.0
1,2012-12-10,Balochistan,6157.0
1,2012-12-11,Balochistan,6157.0
1,2012-12-12,Balochistan,6145.0
1,2012-12-13,Balochistan,6147.5
1,2012-12-14,Balochistan,6149.0
1,2012-12-15,Balochistan,6149.0
1,2012-12-16,Balochistan,6149.0
1,2012-12-17,Balochistan,6149.0
1,2012-12-18,Balochistan,6149.0
1,2012-12-19,Balochistan,6149.0
1,2012-12-20,Balochistan,6149.0
1,2012-12-21,Balochistan,6191.0
1,2012-12-22,Balochistan,6191.0
1,2012-12-23,Balochistan,6191.0
1,2012-12-24,Balochistan,6191.0
1,2012-12-25,Balochistan,6191.0
1,2012-12-26,Balochistan,6191.0
1,2012-12-27,Balochistan,6191.0
1,2012-12-28,Balochistan,6191.0
1,2012-12-29,Balochistan,6191.0
1,2012-12-30,Balochistan,6191.0
1,2012-12-31,Balochistan,6191.0
1,2013-01-01,Balochistan,6302.25
1,2013-01-02,Balochistan,6302.25
1,2013-01-03,Balochistan,6302.25
1,2013-01-04,Balochistan,6302.25
1,2013-01-05,Balochistan,6302.25
1,2013-01-06,Balochistan,6302.25
1,2013-01-07,Balochistan,6302.25
1,2013-01-08,Balochistan,6302.25
1,2013-01-09,Balochistan,6302.25
1,2013-01-10,Balochistan,6302.25
1,2013-01-11,Balochistan,6302.25
1,2013-01-12,Balochistan,6302.25
1,2013-01-13,Balochistan,6302.25
1,2013-01-14,Balochistan,6302.25
1,2013-01-15,Balochistan,6302.25
1,2013-01-16,Balochistan,6302.25
1,2013-01-17,Balochistan,6302.25
1,2013-01-18,Balochistan,6302.25
1,2013-01-19,Balochistan,6302.25
1,2013-01-20,Balochistan,6302.25
1,2013-01-21,Balochistan,6302.25
1,2013-01-22,Balochistan,6302.25
1,2013-01-23,Balochistan,6302.25
1,2013-01-24,Balochistan,6302.25
1,2013-01-25,Balochistan,6302.25
1,2013-01-26,Balochistan,6302.25
1,2013-01-27,Balochistan,6302.25
1,2013-01-28,Balochistan,6302.25
1,2013-01-29,Balochistan,6302.25
1,2013-01-30,Balochistan,6302.25
1,2013-01-31,Balochistan,6302.25
1,2013-02-01,Balochistan,6302.25
1,2013-02-02,Balochistan,6302.25
1,2013-02-03,Balochistan,6302.25
1,2013-02-04,Balochistan,6302.25
1,2013-02-05,Balochistan,6302.25
1,2013-02-06,Balochistan,6302.25
1,2013-02-07,Balochistan,6302.25
1,2013-02-08,Balochistan,6302.25
1,2013-02-09,Balochistan,6302.25
1,2013-02-10,Balochistan,6302.25
1,2013-02-11,Balochistan,6302.25
1,2013-02-12,Balochistan,6302.25
1,2013-02-13,Balochistan,6302.25
1,2013-02-14,Balochistan,6302.25
1,2013-02-15,Balochistan,6302.25
1,2013-02-16,Balochistan,6302.25
1,2013-02-17,Balochistan,6302.25
1,2013-02-18,Balochistan,6302.25
1,2013-02-19,Balochistan,6302.25
1,2013-02-20,Balochistan,6302.25
1,2013-02-21,Balochistan,6302.25
1,2013-02-22,Balochistan,6302.25
1,2013-02-23,Balochistan,6302.25
1,2013-02-24,Balochistan,6302.25
1,2013-02-25,Balochistan,6302.25
1,2013-02-26,Balochistan,6302.25
1,2013-02-27,Balochistan,6302.25
1,2013-02-28,Balochistan,6302.25
1,2013-03-01,Balochistan,6302.25
1,2013-03-02,Balochistan,6302.25
1,2013-03-03,Balochistan,6302.25
1,2013-03-04,Balochistan,6302.25
1,2013-03-05,Balochistan,6302.25
1,2013-03-06,Balochistan,6302.25
1,2013-03-07,Balochistan,6302.25
1,2013-03-08,Balochistan,6302.25
1,2013-03-09,Balochistan,6302.25
1,2013-03-10,Balochistan,6302.25
1,2013-03-11,Balochistan,6302.25
1,2013-03-12,Balochistan,6302.25
1,2013-03-13,Balochistan,6302.25
1,2013-03-14,Balochistan,6302.25
1,2013-03-15,Balochistan,6302.25
1,2013-03-16,Balochistan,6302.25
1,2013-03-17,Balochistan,6302.25
1,2013-03-18,Balochistan,6302.25
1,2013-03-19,Balochistan,6302.25
1,2013-03-20,Balochistan,6302.25
1,2013-03-21,Balochistan,6302.25
1,2013-03-22,Balochistan,6302.25
1,2013-03-23,Balochistan,6302.25
1,2013-03-24,Balochistan,6302.25
1,2013-03-25,Balochistan,6302.25
1,2013-03-26,Balochistan,6302.25
1,2013-03-27,Balochistan,6302.25
1,2013-03-28,Balochistan,6302.25
1,2013-03-29,Balochistan,6302.25
1,2013-03-30,Balochistan,6302.25
1,2013-03-31,Balochistan,6302.25
1,2013-04-01,Balochistan,6302.25
1,2013-04-02,Balochistan,6302.25
1,2013-04-03,Balochistan,6302.25
1,2013-04-04,Balochistan,6302.25
1,2013-04-05,Balochistan,6302.25
1,2013-04-06,Balochistan,6302.25
1,2013-04-07,Balochistan,6302.25
1,2013-04-08,Balochistan,6302.25
1,2013-04-09,Balochistan,6302.25
1,2013-04-10,Balochistan,6302.25
1,2013-04-11,Balochistan,6302.25
1,2013-04-12,Balochistan,6302.25
1,2013-04-13,Balochistan,6302.25
1,2013-04-14,Balochistan,6302.25
1,2013-04-15,Balochistan,6302.25
1,2013-04-16,Balochistan,6302.25
1,2013-04-17,Balochistan,6302.25
1,2013-04-18,Balochistan,6302.25
1,2013-04-19,Balochistan,6302.25
1,2013-04-20,Balochistan,6302.25
1,2013-04-21,Balochistan,6302.25
1,2013-04-22,Balochistan,6302.25
1,2013-04-23,Balochistan,6466.25
1,2013-04-24,Balochistan,6466.25
1,2013-04-25,Balochistan,6466.25
1,2013-04-26,Balochistan,6466.25
1,2013-04-27,Balochistan,6466.25
1,2013-04-28,Balochistan,6466.25
1,2013-04-29,Balochistan,6466.25
1,2013-04-30,Balochistan,6466.25
1,2013-05-01,Balochistan,6466.25
1,2013-05-02,Balochistan,6466.25
1,2013-05-03,Balochistan,6466.25
1,2013-05-04,Balochistan,6466.25
1,2013-05-05,Balochistan,6466.25
1,2013-05-06,Balochistan,6466.25
1,2013-05-07,Balochistan,6466.25
1,2013-05-08,Balochistan,6466.25
1,2013-05-09,Balochistan,6466.25
1,2013-05-10,Balochistan,6466.25
1,2013-05-11,Balochistan,6466.25
1,2013-05-12,Balochistan,6466.25
1,2013-05-13,Balochistan,6530.0
1,2013-05-14,Balochistan,6530.0
1,2013-05-15,Balochistan,6530.0
1,2013-05-16,Balochistan,6530.0
1,2013-05-17,Balochistan,6530.0
1,2013-05-18,Balochistan,6530.0
1,2013-05-19,Balochistan,6530.0
1,2013-05-20,Balochistan,6530.0
1,2013-05-21,Balochistan,6530.0
1,2013-05-22,Balochistan,6530.0
1,2013-05-23,Balochistan,6530.0
1,2013-05-24,Balochistan,6530.0
1,2013-05-25,Balochistan,6541.0
1,2013-05-26,Balochistan,6541.0
1,2013-05-27,Balochistan,6541.0
1,2013-05-28,Balochistan,6541.0
1,2013-05-29,Balochistan,6541.0
1,2013-05-30,Balochistan,6541.0
1,2013-05-31,Balochistan,6541.0
1,2013-06-01,Balochistan,6541.0
1,2013-06-02,Balochistan,6541.0
1,2013-06-03,Balochistan,6541.0
1,2013-06-04,Balochistan,6541.0
1,2013-06-05,Balochistan,6541.0
1,2013-06-06,Balochistan,6541.0
1,2013-06-07,Balochistan,6541.0
1,2013-06-08,Balochistan,6541.0
1,2013-06-09,Balochistan,6541.0
1,2013-06-10,Balochistan,6541.0
1,2013-06-11,Balochistan,6541.0
1,2013-06-12,Balochistan,6541.0
1,2013-06-13,Balochistan,6541.0
1,2013-06-14,Balochistan,6541.0
1,2013-06-15,Balochistan,6541.0
1,2013-06-16,Balochistan,6541.0
1,2013-06-17,Balochistan,6541.0
1,2013-06-18,Balochistan,6541.0
1,2013-06-19,Balochistan,6541.0
1,2013-06-20,Balochistan,6541.0
1,2013-06-21,Balochistan,6541.0
1,2013-06-22,Balochistan,6541.0
1,2013-06-23,Balochistan,6541.0
1,2013-06-24,Balochistan,6541.0
1,2013-06-25,Balochistan,6541.0
1,2013-06-26,Balochistan,6541.0
1,2013-06-27,Balochistan,6541.0
1,2013-06-28,Balochistan,6541.0
1,2013-06-29,Balochistan,6541.0
1,2013-06-30,Balochistan,6541.0
1,2013-07-01,Balochistan,6541.0
1,2013-07-02,Balochistan,6541.0
1,2013-07-03,Balochistan,6541.0
1,2013-07-04,Balochistan,6541.0
1,2013-07-05,Balochistan,6541.0
1,2013-07-06,Balochistan,6541.0
1,2013-07-07,Balochistan,6541.0
1,2013-07-08,Balochistan,6541.0
1,2013-07-09,Balochistan,6541.0
1,2013-07-10,Balochistan,6541.0
1,2013-07-11,Balochistan,6541.0
1,2013-07-12,Balochistan,6541.0
1,2013-07-13,Balochistan,6541.0
1,2013-07-14,Balochistan,6541.0
1,2013-07-15,Balochistan,6541.0
1,2013-07-16,Balochistan,6541.0
1,2013-07-17,Balochistan,6541.0
1,2013-07-18,Balochistan,6541.0
1,2013-07-19,Balochistan,6541.0
1,2013-07-20,Balochistan,6541.0
1,2013-07-21,Balochistan,6541.0
1,2013-07-22,Balochistan,6541.0
1,2013-07-23,Balochistan,6541.0
1,2013-07-24,Balochistan,6541.0
1,2013-07-25,Balochistan,6541.0
1,2013-07-26,Balochistan,6541.0
1,2013-07-27,Balochistan,6541.0
1,2013-07-28,Balochistan,6541.0
1,2013-07-29,Balochistan,6541.0
1,2013-07-30,Balochistan,6448.0
1,2013-07-31,Balochistan,6448.0
1,2013-08-01,Balochistan,6448.0
1,2013-08-02,Balochistan,6448.0
1,2013-08-03,Balochistan,6448.0
1,2013-08-04,Balochistan,6448.0
1,2013-08-05,Balochistan,6448.0
1,2013-08-06,Balochistan,6415.5
1,2013-08-07,Balochistan,6415.5
1,2013-08-08,Balochistan,6415.5
1,2013-08-09,Balochistan,6415.5
1,2013-08-10,Balochistan,6415.5
1,2013-08-11,Balochistan,6385.5
1,2013-08-12,Balochistan,6385.5
1,2013-08-13,Balochistan,6385.5
1,2013-08-14,Balochistan,6385.5
1,2013-08-15,Balochistan,6385.5
1,2013-08-16,Balochistan,6385.5
1,2013-08-17,Balochistan,6385.5
1,2013-08-18,Balochistan,6385.5
1,2013-08-19,Balochistan,6385.5
1,2013-08-20,Balochistan,6385.5
1,2013-08-21,Balochistan,6385.5
1,2013-08-22,Balochistan,6385.5
1,2013-08-23,Balochistan,6385.5
1,2013-08-24,Balochistan,6385.5
1,2013-08-25,Balochistan,6385.5
1,2013-08-26,Balochistan,6334.5
1,2013-08-27,Balochistan,6334.5
1,2013-08-28,Balochistan,6334.5
1,2013-08-29,Balochistan,6334.5
1,2013-08-30,Balochistan,6334.5
1,2013-08-31,Balochistan,6282.1
1,2013-09-01,Balochistan,6282.1
1,2013-09-02,Balochistan,6282.1
1,2013-09-03,Balochistan,6282.1
1,2013-09-04,Balochistan,6282.1
1,2013-09-05,Balochistan,6282.1
1,2013-09-06,Balochistan,6282.1
1,2013-09-07,Balochistan,6288.4
1,2013-09-08,Balochistan,6288.4
1,2013-09-09,Balochistan,6288.4
1,2013-09-10,Balochistan,6285.4
1,2013-09-11,Balochistan,6285.4
1,2013-09-12,Balochistan,6285.4
1,2013-09-13,Balochistan,6285.4
1,2013-09-14,Balochistan,6266.65
1,2013-09-15,Balochistan,6266.65
1,2013-09-16,Balochistan,6266.65
1,2013-09-17,Balochistan,6266.65
1,2013-09-18,Balochistan,6266.65
1,2013-09-19,Balochistan,6270.6
1,2013-09-20,Balochistan,6270.6
1,2013-09-21,Balochistan,6315.25
1,2013-09-22,Balochistan,6332.25
1,2013-09-23,Balochistan,6332.25
1,2013-09-24,Balochistan,6375.75
1,2013-09-25,Balochistan,6375.75
1,2013-09-26,Balochistan,6375.75
1,2013-09-27,Balochistan,6375.75
1,2013-09-28,Balochistan,6375.75
1,2013-09-29,Balochistan,6360.9
1,2013-09-30,Balochistan,6360.9
1,2013-10-01,Balochistan,6360.9
1,2013-10-02,Balochistan,6356.4
1,2013-10-03,Balochistan,6356.4
1,2013-10-04,Balochistan,6356.4
1,2013-10-05,Balochistan,6356.2
1,2013-10-06,Balochistan,6356.2
1,2013-10-07,Balochistan,6356.2
1,2013-10-08,Balochistan,6380.45
1,2013-10-09,Balochistan,6380.475
1,2013-10-10,Balochistan,6386.0
1,2013-10-11,Balochistan,6386.0
1,2013-10-12,Balochistan,6385.25
1,2013-10-13,Balochistan,6385.25
1,2013-10-14,Balochistan,6385.25
1,2013-10-15,Balochistan,6381.75
1,2013-10-16,Balochistan,6369.5
1,2013-10-17,Balochistan,6369.5
1,2013-10-18,Balochistan,6365.0
1,2013-10-19,Balochistan,6349.125
1,2013-10-20,Balochistan,6345.75
1,2013-10-21,Balochistan,6344.25
1,2013-10-22,Balochistan,6338.25
1,2013-10-23,Balochistan,6337.625
1,2013-10-24,Balochistan,6337.625
1,2013-10-25,Balochistan,6875.0
1,2013-10-26,Balochistan,6343.875
1,2013-10-27,Balochistan,6342.25
1,2013-10-28,Balochistan,6342.25
1,2013-10-29,Balochistan,6342.25
1,2013-10-30,Balochistan,6342.25
1,2013-10-31,Balochistan,6341.25
1,2013-11-01,Balochistan,6342.5
1,2013-11-02,Balochistan,6340.0
1,2013-11-03,Balochistan,6332.0
1,2013-11-04,Balochistan,6331.0
1,2013-11-05,Balochistan,6326.25
1,2013-11-06,Balochistan,6315.0
1,2013-11-07,Balochistan,6309.5
1,2013-11-08,Balochistan,6306.75
1,2013-11-09,Balochistan,6303.25
1,2013-11-10,Balochistan,6297.25
1,2013-11-11,Balochistan,6278.0
1,2013-11-12,Balochistan,6278.0
1,2013-11-13,Balochistan,6278.0
1,2013-11-14,Balochistan,6268.0
1,2013-11-15,Balochistan,6268.0
1,2013-11-16,Balochistan,6232.5
1,2013-11-17,Balochistan,6213.0
1,2013-11-18,Balochistan,6213.0
1,2013-11-19,Balochistan,6198.0
1,2013-11-20,Balochistan,6198.0
1,2013-11-21,Balochistan,6177.5
1,2013-11-22,Balochistan,6175.25
1,2013-11-23,Balochistan,6182.75
1,2013-11-24,Balochistan,6177.75
1,2013-11-25,Balochistan,6164.25
1,2013-11-26,Balochistan,6164.25
1,2013-11-27,Balochistan,6169.25
1,2013-11-28,Balochistan,6167.0
1,2013-11-29,Balochistan,6179.0
1,2013-11-30,Balochistan,6179.0
1,2013-12-01,Balochistan,6179.0
1,2013-12-02,Balochistan,6179.0
1,2013-12-03,Balochistan,6179.0
1,2013-12-04,Balochistan,6179.0
1,2013-12-05,Balochistan,6179.0
1,2013-12-06,Balochistan,6175.5
1,2013-12-07,Balochistan,6175.5
1,2013-12-08,Balochistan,6175.5
1,2013-12-09,Balochistan,6153.0
1,2013-12-10,Balochistan,6153.0
